Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1128299,24/10/2021,West,Oregon,Portland,Men's Athletic Footwear,50,142,"7,100",3266.00,46%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Women's Street Footwear,46,91,"4,186",2051.00,49%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Women's Athletic Footwear,44,81,"3,564",1711.00,48%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Men's Apparel,51,75,"3,825",2066.00,54%,Online
West Gear,1128299,24/10/2021,West,Oregon,Portland,Women's Apparel,58,105,"6,090",2619.00,43%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Men's Street Footwear,44,173,"7,612",3502.00,46%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Men's Athletic Footwear,48,195,"9,360",4680.00,50%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Women's Street Footwear,42,128,"5,376",2688.00,50%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Women's Athletic Footwear,51,131,"6,681",3073.00,46%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Men's Apparel,68,111,"7,548",4076.00,54%,Online
West Gear,1128299,24/11/2021,West,Oregon,Portland,Women's Apparel,76,149,"11,324",4756.00,42%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Men's Street Footwear,61,188,"11,468",5505.00,48%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Men's Athletic Footwear,72,218,"15,696",7377.00,47%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Women's Street Footwear,67,165,"11,055",4975.00,45%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Women's Athletic Footwear,67,143,"9,581",4311.00,45%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Men's Apparel,72,133,"9,576",4788.00,50%,Online
West Gear,1128299,23/12/2021,West,Oregon,Portland,Women's Apparel,77,173,"13,321",5328.00,40%,Online
West Gear,1128299,17/01/2021,West,Oregon,Portland,Men's Street Footwear,33,100,"3,300",1683.00,51%,Online
West Gear,1128299,17/01/2021,West,Oregon,Portland,Men's Athletic Footwear,42,100,"4,200",2268.00,54%,Online
West Gear,1128299,17/01/2021,West,Oregon,Portland,Women's Street Footwear,43,112,"4,816",2601.00,54%,Online
West Gear,1128299,17/01/2021,West,Oregon,Portland,Women's Athletic Footwear,41,68,"2,788",1533.00,55%,Online
West Gear,1128299,17/01/2021,West,Oregon,Portland,Men's Apparel,46,58,"2,668",1574.00,59%,Online
West Gear,1128299,17/01/2021,West,Oregon,Portland,Women's Apparel,41,122,"5,002",2401.00,48%,Online
West Gear,1128299,17/02/2021,West,Oregon,Portland,Men's Street Footwear,33,140,"4,620",2449.00,53%,Online
West Gear,1128299,17/02/2021,West,Oregon,Portland,Men's Athletic Footwear,41,116,"4,756",2426.00,51%,Online
West Gear,1128299,17/02/2021,West,Oregon,Portland,Women's Street Footwear,41,120,"4,920",2558.00,52%,Online
West Gear,1128299,17/02/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,44,73,"3,212",1767.00,55%,Online
West Gear,1128299,17/02/2021,South,Louisiana,New Orleans,Men's Apparel,48,51,"2,448",1469.00,60%,Online
West Gear,1128299,17/02/2021,South,Louisiana,New Orleans,Women's Apparel,44,105,"4,620",2218.00,48%,Online
West Gear,1128299,16/03/2021,South,Louisiana,New Orleans,Men's Street Footwear,44,147,"6,468",3299.00,51%,Online
West Gear,1128299,16/03/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,51,101,"5,151",2833.00,55%,Online
West Gear,1128299,16/03/2021,South,Louisiana,New Orleans,Women's Street Footwear,56,116,"6,496",3573.00,55%,Online
West Gear,1128299,16/03/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,50,84,"4,200",2310.00,55%,Online
West Gear,1128299,16/03/2021,South,Louisiana,New Orleans,Men's Apparel,56,39,"2,184",1310.00,60%,Online
West Gear,1128299,16/03/2021,South,Louisiana,New Orleans,Women's Apparel,41,95,"3,895",1753.00,45%,Online
West Gear,1128299,17/04/2021,South,Louisiana,New Orleans,Men's Street Footwear,48,142,"6,816",3544.00,52%,Online
West Gear,1128299,17/04/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,52,88,"4,576",2288.00,50%,Online
West Gear,1128299,17/04/2021,South,Louisiana,New Orleans,Women's Street Footwear,52,105,"5,460",2785.00,51%,Online
West Gear,1128299,17/04/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,39,74,"2,886",1530.00,53%,Online
West Gear,1128299,17/04/2021,South,Louisiana,New Orleans,Men's Apparel,43,53,"2,279",1299.00,57%,Online
West Gear,1128299,17/04/2021,South,Louisiana,New Orleans,Women's Apparel,55,105,"5,775",2888.00,50%,Online
West Gear,1128299,18/05/2021,South,Louisiana,New Orleans,Men's Street Footwear,43,160,"6,880",3646.00,53%,Online
West Gear,1128299,18/05/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,47,100,"4,700",2444.00,52%,Online
West Gear,1128299,18/05/2021,South,Louisiana,New Orleans,Women's Street Footwear,49,112,"5,488",2799.00,51%,Online
West Gear,1128299,18/05/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,44,85,"3,740",1907.00,51%,Online
West Gear,1128299,18/05/2021,South,Louisiana,New Orleans,Men's Apparel,36,65,"2,340",1381.00,59%,Online
West Gear,1128299,18/05/2021,South,Louisiana,New Orleans,Women's Apparel,59,167,"9,853",4434.00,45%,Online
West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Men's Street Footwear,58,248,"14,384",7336.00,51%,Online
West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,65,210,"13,650",7098.00,52%,Online
West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Women's Street Footwear,83,203,"16,849",9267.00,55%,Online
West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,82,161,"13,202",7261.00,55%,Online
West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Men's Apparel,92,117,"10,764",6135.00,57%,Online
West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Women's Apparel,100,195,"19,500",9360.00,48%,Online
West Gear,1128299,16/07/2021,South,Louisiana,New Orleans,Men's Street Footwear,86,270,"23,220",12307.00,53%,Online
West Gear,1128299,16/07/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,92,203,"18,676",10272.00,55%,Online
West Gear,1128299,16/07/2021,South,Louisiana,New Orleans,Women's Street Footwear,90,196,"17,640",9526.00,54%,Online
West Gear,1128299,16/07/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,86,168,"14,448",7802.00,54%,Online
West Gear,1128299,16/07/2021,South,Louisiana,New Orleans,Men's Apparel,86,189,"16,254",9427.00,58%,Online
West Gear,1128299,16/07/2021,South,Louisiana,New Orleans,Women's Apparel,103,163,"16,789",8059.00,48%,Online
West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Men's Street Footwear,86,255,"21,930",11184.00,51%,Online
West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,77,239,"18,403",9386.00,51%,Online
West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Women's Street Footwear,70,189,"13,230",7277.00,55%,Online
West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,74,128,"9,472",5020.00,53%,Online
West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Men's Apparel,64,138,"8,832",5211.00,59%,Online
West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Women's Apparel,63,90,"5,670",2778.00,49%,Online
West Gear,1128299,18/09/2021,South,Louisiana,New Orleans,Men's Street Footwear,43,145,"6,235",3429.00,55%,Online
West Gear,1128299,18/09/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,46,125,"5,750",2933.00,51%,Online
West Gear,1128299,18/09/2021,South,Louisiana,New Orleans,Women's Street Footwear,43,78,"3,354",1744.00,52%,Online
West Gear,1128299,18/09/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,41,63,"2,583",1317.00,51%,Online
West Gear,1128299,18/09/2021,South,Louisiana,New Orleans,Men's Apparel,51,77,"3,927",2160.00,55%,Online
West Gear,1128299,18/09/2021,South,Louisiana,New Orleans,Women's Apparel,39,75,"2,925",1463.00,50%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Men's Street Footwear,34,112,"3,808",2056.00,54%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,45,155,"6,975",3836.00,55%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Women's Street Footwear,42,100,"4,200",2100.00,50%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,36,105,"3,780",1890.00,50%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Men's Apparel,47,95,"4,465",2634.00,59%,Online
West Gear,1128299,17/10/2021,South,Louisiana,New Orleans,Women's Apparel,50,108,"5,400",2538.00,47%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Men's Street Footwear,39,188,"7,332",3666.00,50%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,42,210,"8,820",4586.00,52%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Women's Street Footwear,38,137,"5,206",2707.00,52%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,48,125,"6,000",3000.00,50%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Men's Apparel,68,119,"8,092",4451.00,55%,Online
West Gear,1128299,17/11/2021,South,Louisiana,New Orleans,Women's Apparel,81,174,"14,094",6765.00,48%,Online
West Gear,1128299,16/12/2021,South,Louisiana,New Orleans,Men's Street Footwear,69,240,"16,560",8611.00,52%,Online
West Gear,1128299,16/12/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,72,216,"15,552",7776.00,50%,Online
Foot Locker,1128299,16/12/2021,South,Louisiana,New Orleans,Women's Street Footwear,69,162,"11,178",5813.00,52%,Online
Foot Locker,1128299,16/12/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,72,156,"11,232",6065.00,54%,Online
Foot Locker,1128299,16/12/2021,South,Louisiana,New Orleans,Men's Apparel,82,131,"10,742",6230.00,58%,Online
Foot Locker,1128299,16/12/2021,South,Louisiana,New Orleans,Women's Apparel,87,175,"15,225",6851.00,45%,Online
Foot Locker,1197831,05/01/2021,South,Louisiana,New Orleans,Men's Street Footwear,19,182,"3,458",1487.00,43%,Online
Foot Locker,1197831,05/01/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,28,196,"5,488",2470.00,45%,Online
Foot Locker,1197831,05/01/2021,South,Louisiana,New Orleans,Women's Street Footwear,28,119,"3,332",1333.00,40%,Online
Foot Locker,1197831,05/01/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,33,133,"4,389",2326.00,53%,Online
Foot Locker,1197831,05/01/2021,South,Louisiana,New Orleans,Men's Apparel,36,85,"3,060",1132.00,37%,Online
West Gear,1197831,05/01/2021,South,Louisiana,New Orleans,Women's Apparel,34,143,"4,862",2917.00,60%,Online
Foot Locker,1197831,04/02/2021,South,Louisiana,New Orleans,Men's Street Footwear,23,163,"3,749",1500.00,40%,Online
Foot Locker,1197831,04/02/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,32,174,"5,568",2339.00,42%,Online
Foot Locker,1197831,04/02/2021,South,Louisiana,New Orleans,Women's Street Footwear,34,128,"4,352",1784.00,41%,Online
Foot Locker,1197831,04/02/2021,West,Idaho,Boise,Women's Athletic Footwear,32,109,"3,488",1884.00,54%,Online
Foot Locker,1197831,04/02/2021,West,Idaho,Boise,Men's Apparel,39,70,"2,730",956.00,35%,Online
Foot Locker,1197831,04/02/2021,West,Idaho,Boise,Women's Apparel,34,131,"4,454",2450.00,55%,Online
Foot Locker,1197831,06/03/2021,West,Idaho,Boise,Men's Street Footwear,28,156,"4,368",1966.00,45%,Online
Foot Locker,1197831,06/03/2021,West,Idaho,Boise,Men's Athletic Footwear,36,169,"6,084",2799.00,46%,Online
Foot Locker,1197831,06/03/2021,West,Idaho,Boise,Women's Street Footwear,28,113,"3,164",1550.00,49%,Online
Foot Locker,1197831,06/03/2021,West,Idaho,Boise,Women's Athletic Footwear,33,105,"3,465",2010.00,58%,Online
West Gear,1197831,06/03/2021,West,Idaho,Boise,Men's Apparel,37,75,"2,775",1249.00,45%,Online
West Gear,1197831,06/03/2021,West,Idaho,Boise,Women's Apparel,33,116,"3,828",2488.00,65%,Online
West Gear,1197831,05/04/2021,West,Idaho,Boise,Men's Street Footwear,19,195,"3,705",1741.00,47%,Online
West Gear,1197831,05/04/2021,West,Idaho,Boise,Men's Athletic Footwear,29,195,"5,655",2714.00,48%,Online
West Gear,1197831,05/04/2021,West,Idaho,Boise,Women's Street Footwear,24,138,"3,312",1557.00,47%,Online
West Gear,1197831,05/04/2021,West,Idaho,Boise,Women's Athletic Footwear,29,113,"3,277",1802.00,55%,Online
West Gear,1197831,05/04/2021,West,Idaho,Boise,Men's Apparel,34,72,"2,448",1053.00,43%,Online
West Gear,1197831,05/04/2021,West,Idaho,Boise,Women's Apparel,28,138,"3,864",2357.00,61%,Online
West Gear,1197831,05/05/2021,West,Idaho,Boise,Men's Street Footwear,18,203,"3,654",1827.00,50%,Online
West Gear,1197831,05/05/2021,West,Idaho,Boise,Men's Athletic Footwear,28,196,"5,488",2634.00,48%,Online
West Gear,1197831,05/05/2021,West,Idaho,Boise,Women's Street Footwear,23,167,"3,841",1805.00,47%,Online
West Gear,1197831,05/05/2021,West,Idaho,Boise,Women's Athletic Footwear,33,130,"4,290",2360.00,55%,Online
West Gear,1197831,05/05/2021,West,Idaho,Boise,Men's Apparel,47,120,"5,640",2256.00,40%,Online
West Gear,1197831,05/05/2021,West,Idaho,Boise,Women's Apparel,42,218,"9,156",5768.00,63%,Online
West Gear,1197831,04/06/2021,West,Idaho,Boise,Men's Street Footwear,42,195,"8,190",4013.00,49%,Online
West Gear,1197831,04/06/2021,West,Idaho,Boise,Men's Athletic Footwear,46,188,"8,648",4151.00,48%,Online
West Gear,1197831,04/06/2021,West,Idaho,Boise,Women's Street Footwear,47,174,"8,178",3925.00,48%,Online
West Gear,1197831,04/06/2021,West,Idaho,Boise,Women's Athletic Footwear,48,143,"6,864",4050.00,59%,Online
West Gear,1197831,04/06/2021,West,Idaho,Boise,Men's Apparel,52,117,"6,084",2616.00,43%,Online
West Gear,1197831,04/06/2021,West,Idaho,Boise,Women's Apparel,55,231,"12,705",7750.00,61%,Online
West Gear,1197831,06/07/2021,West,Idaho,Boise,Men's Street Footwear,48,217,"10,416",5208.00,50%,Online
West Gear,1197831,06/07/2021,West,Idaho,Boise,Men's Athletic Footwear,52,202,"10,504",5462.00,52%,Online
West Gear,1197831,06/07/2021,West,Idaho,Boise,Women's Street Footwear,46,241,"11,086",6097.00,55%,Online
West Gear,1197831,06/07/2021,West,Idaho,Boise,Women's Athletic Footwear,47,137,"6,439",4121.00,64%,Online
West Gear,1197831,06/07/2021,West,Idaho,Boise,Men's Apparel,53,131,"6,943",3333.00,48%,Online
Foot Locker,1197831,06/07/2021,West,Idaho,Boise,Women's Apparel,64,208,"13,312",9185.00,69%,Online
Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Men's Street Footwear,46,210,"9,660",5313.00,55%,Online
Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Men's Athletic Footwear,53,195,"10,335",5478.00,53%,Online
Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Women's Street Footwear,46,250,"11,500",6095.00,53%,Online
Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Women's Athletic Footwear,48,124,"5,952",3869.00,65%,Online
Sports Direct,1197831,08/08/2021,West,Idaho,Boise,Men's Apparel,52,133,"6,916",3181.00,46%,Online
Sports Direct,1197831,08/08/2021,West,Idaho,Boise,Women's Apparel,54,196,"10,584",7197.00,68%,Online
Sports Direct,1197831,05/09/2021,West,Idaho,Boise,Men's Street Footwear,50,176,"8,800",4400.00,50%,Online
Sports Direct,1197831,05/09/2021,West,Idaho,Boise,Men's Athletic Footwear,50,188,"9,400",4888.00,52%,Online
Sports Direct,1197831,05/09/2021,West,Idaho,Boise,Women's Street Footwear,56,182,"10,192",5300.00,52%,Online
Sports Direct,1197831,05/09/2021,West,Idaho,Boise,Women's Athletic Footwear,55,116,"6,380",4019.00,63%,Online
Sports Direct,1197831,05/09/2021,West,Idaho,Boise,Men's Apparel,50,104,"5,200",2392.00,46%,Online
Sports Direct,1197831,05/09/2021,West,Idaho,Boise,Women's Apparel,49,181,"8,869",5942.00,67%,Online
Sports Direct,1197831,04/10/2021,West,Idaho,Boise,Men's Street Footwear,36,167,"6,012",3066.00,51%,Online
Sports Direct,1197831,04/10/2021,West,Idaho,Boise,Men's Athletic Footwear,37,173,"6,401",3457.00,54%,Online
Sports Direct,1197831,04/10/2021,West,Idaho,Boise,Women's Street Footwear,41,131,"5,371",2739.00,51%,Online
Sports Direct,1197831,04/10/2021,West,Idaho,Boise,Women's Athletic Footwear,44,101,"4,444",2889.00,65%,Online
Sports Direct,1197831,04/10/2021,West,Idaho,Boise,Men's Apparel,32,91,"2,912",1398.00,48%,Online
Sports Direct,1197831,04/10/2021,West,Idaho,Boise,Women's Apparel,42,142,"5,964",3936.00,66%,Online
Sports Direct,1197831,05/11/2021,West,Idaho,Boise,Men's Street Footwear,33,182,"6,006",3303.00,55%,Online
Sports Direct,1197831,05/11/2021,West,Idaho,Boise,Men's Athletic Footwear,32,189,"6,048",3145.00,52%,Online
Sports Direct,1197831,05/11/2021,West,Idaho,Boise,Women's Street Footwear,58,150,"8,700",4698.00,54%,Online
Sports Direct,1197831,05/11/2021,West,Idaho,Boise,Women's Athletic Footwear,54,122,"6,588",4019.00,61%,Online
Sports Direct,1197831,05/11/2021,West,Idaho,Boise,Men's Apparel,54,106,"5,724",2862.00,50%,Online
Sports Direct,1197831,05/11/2021,West,Idaho,Boise,Women's Apparel,63,163,"10,269",6880.00,67%,Online
Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Men's Street Footwear,54,233,"12,582",6794.00,54%,Online
Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Men's Athletic Footwear,51,209,"10,659",5756.00,54%,Online
Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Women's Street Footwear,56,176,"9,856",5125.00,52%,Online
Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Women's Athletic Footwear,59,142,"8,378",5446.00,65%,Online
Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Men's Apparel,50,133,"6,650",3259.00,49%,Online
Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Women's Apparel,60,196,"11,760",8114.00,69%,Online
Foot Locker,1128299,23/01/2021,West,Idaho,Boise,Men's Street Footwear,29,119,"3,451",1656.00,48%,Online
Foot Locker,1128299,23/01/2021,West,Idaho,Boise,Men's Athletic Footwear,37,106,"3,922",2000.00,51%,Online
Foot Locker,1128299,23/01/2021,West,Idaho,Boise,Women's Street Footwear,37,106,"3,922",1922.00,49%,Online
Foot Locker,1128299,23/01/2021,West,Idaho,Boise,Women's Athletic Footwear,38,77,"2,926",1346.00,46%,Online
Foot Locker,1128299,23/01/2021,West,Idaho,Boise,Men's Apparel,42,63,"2,646",1191.00,45%,Online
Foot Locker,1128299,23/01/2021,West,Idaho,Boise,Women's Apparel,36,111,"3,996",1399.00,35%,Online
Foot Locker,1128299,23/02/2021,West,Idaho,Boise,Men's Street Footwear,29,143,"4,147",2074.00,50%,Online
Foot Locker,1128299,23/02/2021,West,Idaho,Boise,Men's Athletic Footwear,38,113,"4,294",2319.00,54%,Online
Foot Locker,1128299,23/02/2021,West,Idaho,Boise,Women's Street Footwear,38,105,"3,990",1875.00,47%,Online
Foot Locker,1128299,23/02/2021,West,Arizona,Phoenix,Women's Athletic Footwear,38,63,"2,394",1149.00,48%,Online
Foot Locker,1128299,23/02/2021,West,Arizona,Phoenix,Men's Apparel,42,44,"1,848",813.00,44%,Online
Foot Locker,1128299,23/02/2021,West,Arizona,Phoenix,Women's Apparel,38,88,"3,344",1204.00,36%,Online
Foot Locker,1128299,22/03/2021,West,Arizona,Phoenix,Men's Street Footwear,37,145,"5,365",2522.00,47%,Online
Foot Locker,1128299,22/03/2021,West,Arizona,Phoenix,Men's Athletic Footwear,48,95,"4,560",2508.00,55%,Online
Foot Locker,1128299,22/03/2021,West,Arizona,Phoenix,Women's Street Footwear,49,91,"4,459",2230.00,50%,Online
Foot Locker,1128299,22/03/2021,West,Arizona,Phoenix,Women's Athletic Footwear,47,68,"3,196",1470.00,46%,Online
Foot Locker,1128299,22/03/2021,West,Arizona,Phoenix,Men's Apparel,54,31,"1,674",686.00,41%,Online
Foot Locker,1128299,22/03/2021,West,Arizona,Phoenix,Women's Apparel,47,88,"4,136",1654.00,40%,Online
Foot Locker,1128299,23/04/2021,West,Arizona,Phoenix,Men's Street Footwear,48,130,"6,240",2808.00,45%,Online
Foot Locker,1128299,23/04/2021,West,Arizona,Phoenix,Men's Athletic Footwear,53,90,"4,770",2385.00,50%,Online
Foot Locker,1128299,23/04/2021,West,Arizona,Phoenix,Women's Street Footwear,50,102,"5,100",2550.00,50%,Online
Foot Locker,1128299,23/04/2021,West,Arizona,Phoenix,Women's Athletic Footwear,46,75,"3,450",1725.00,50%,Online
Foot Locker,1128299,23/04/2021,West,Arizona,Phoenix,Men's Apparel,50,39,"1,950",819.00,42%,Online
